you	ˈju
humbly	ˈhʌmbli
injections	ˌɪˈndʒɛkʃənz
participating	pɑˈɹtɪsəˌpeɪtɪŋ
python	ˈpaɪθɑn
laurent	ˈlɔɹənt
cockroaches	ˈkɑˌkɹoʊtʃɪz
puberty	ˈpjubɚti
technologies	tɛˈknɑlədʒiz
crumble	ˈkɹʌmbəl
toots	ˈtuts
roscoe	ˈɹɑskoʊ
clot	ˈklɑt
exterminate	ɪˈkstɝməˌneɪt
rake	ˈɹeɪk
cholesterol	kəˈlɛstɚˌɔl
deli	ˈdɛli
augustus	ɑˈɡʌstəs
sublime	səˈblaɪm
bottled	ˈbɑtəld
fung	ˈfʌŋ
charlene	ʃɑˈɹlin
demolition	ˌdɛməˈlɪʃən
methane	ˈmɛˌθeɪn
appendix	əˈpɛndɪks
aches	ˈeɪks
ahoy	əˈhɔɪ
distractions	dɪˈstɹækʃənz
dashing	ˈdæʃɪŋ
plank	ˈplæŋk
medications	ˌmɛdəˈkeɪʃənz
chevy	ˈʃɛˌvi
zurich	ˈzʊɹɪk
makers	ˈmeɪkɚz
invading	ˌɪˈnveɪdɪŋ
loner	ˈloʊnɚ
comm	ˈkɑm
grissom	ˈɡɹɪsəm
miner	ˈmaɪnɚ
senile	ˈsiˌnaɪl
commando	kəˈmæˌndoʊ
mantle	ˈmæntəl
manufactured	ˌmænjəˈfæktʃɚd
broth	ˈbɹɔθ
interaction	ˌɪntɚˈækʃən
lsd	ˌɛˌlɛˈsdi
sesame	ˈsɛsəmi
auschwitz	ˈɔʃwɪts
restraint	ɹɪˈstɹeɪnt
devour	dɪˈvaʊɚ
zachary	ˈzækɚi
sardines	sɑˈɹdinz
orb	ˈɔɹb
govern	ˈɡʌvɚn
respiratory	ˈɹɛspɚəˌtɔɹi
elope	ɪˈloʊp
webber	ˈwɛbɚ
wreckage	ˈɹɛkədʒ
lumber	ˈlʌmbɚ
consists	kəˈnsɪsts
operates	ˈɑpɚˌeɪts
needless	ˈnidləs
faulty	ˈfɔlti
alps	ˈælps
assassinate	əˈsæsəˌneɪt
santo	ˈsæntoʊ
edinburgh	ˈɛdənbɚoʊ
staggering	ˈstæɡɚˌɪŋ
jillian	ˈdʒɪliən
murmurs	ˈmɝmɚz
bologna	bəˈloʊni
unleashed	əˈnliʃt
brushing	ˈbɹʌʃɪŋ
surgeries	ˈsɝdʒɚiz
coffees	ˈkɔfiz
advancing	əˈdvænsɪŋ
celeste	səˈlɛst
trixie	ˈtɹɪksi
commonly	ˈkɑmənli
mentality	mɛˈntæləti
cordelia	ˌkɔˈɹdiˌliə
hammered	ˈhæmɚd
meltdown	ˈmɛˌltdaʊn
mastermind	ˈmæstɚˌmaɪnd
luciano	lutʃiˈɑnoʊ
olsen	ˈoʊlsən
brow	ˈbɹaʊ
galactic	ɡəˈlæktɪk
muriel	ˈmjʊɹiəl
strand	ˈstɹænd
tedious	ˈtidiəs
burrito	bɚˈitoʊ
builders	ˈbɪldɚz
encrypted	ɛˈnkɹɪptɪd
threads	ˈθɹɛdz
wronged	ˈɹɔŋd
judd	ˈdʒʌd
gill	ˈɡɪl
cremated	ˈkɹimeɪtɪd
collectors	kəˈlɛktɚz
prosper	ˈpɹɑspɚ
sheppard	ˈʃɛpɚd
terri	ˈtɛɹi
ferdinand	ˈfɝdɪˌnænd
handicap	ˈhændiˌkæp
disciplinary	ˈdɪsəpləˌnɛɹi
hardcore	ˈhɑˈɹdkɔɹ
hens	ˈhɛnz
inventions	ˌɪˈnvɛnʃənz
export	ˈɛkspɔɹt
alain	əˈleɪn
vowed	ˈvaʊd
snappy	ˈsnæpi
kingdoms	ˈkɪŋdəmz
vocabulary	voʊˈkæbjəˌlɛɹi
cromwell	ˈkɹɑmwəl
reacting	ɹiˈæktɪŋ
conceive	kəˈnsiv
sling	ˈslɪŋ
transporting	tɹæˈnspɔɹtɪŋ
murderous	ˈmɝdɚəs
marius	ˈmɑɹiəs
checkmate	ˈtʃɛˌkmeɪt
patio	ˈpætiˌoʊ
rebound	ɹiˈbaʊnd
baptized	bæˈptaɪzd
hooves	ˈhʊvz
payday	ˈpeɪˌdeɪ
jodie	ˈdʒoʊdi
pranks	ˈpɹæŋks
seizures	ˈsiʒɚz
enable	ɛˈneɪbəl
seaweed	ˈsiˌwid
delirious	dɪˈlɪɹiəs
cyborg	ˈsaɪbɔɹɡ
telephoned	ˈtɛləˌfoʊnd
bravely	ˈbɹeɪvli
huey	ˈhjui
markings	ˈmɑɹkɪŋz
widows	ˈwɪdoʊz
gianni	ˈdʒɑˌni
hologram	ˈhɑləˌɡɹæm
fielding	ˈfildɪŋ
dibs	ˈdɪbz
triumphant	tɹaɪˈʌmfənt
washes	ˈwɑʃɪz
wilbur	ˈwɪlbɚ
hauling	ˈhɔlɪŋ
buckingham	ˈbʌkɪˌŋhæm
steadily	ˈstɛdəli
processes	ˈpɹɑsɛsəz
bey	ˈbeɪ
projection	pɹəˈdʒɛkʃən
creed	ˈkɹid
acquitted	əˈkwɪtɪd
mink	ˈmɪŋk
meddle	ˈmɛdəl
buts	ˈbʌts
kwon	ˈkwɑn
scoundrels	ˈskaʊndɹəlz
'til	ˈtɪl
spectators	ˈspɛkteɪtɚz
blushing	ˈblʌʃɪŋ
faye	ˈfeɪ
frigging	ˈfɹɪɡɪŋ
torches	ˈtɔɹtʃɪz
kato	ˈkeɪtoʊ
barlow	ˈbɑˌɹloʊ
horseman	ˈhɔɹsmən
prescott	ˈpɹɛskɑt
vacations	veɪˈkeɪʃənz
avalanche	ˈævəˌlæntʃ
marking	ˈmɑɹkɪŋ
fret	ˈfɹɛt
pacey	ˈpeɪsi
glasgow	ˈɡlæˌskoʊ
editorial	ˌɛdəˈtɔɹiəl
fleas	ˈfliz
eyeball	ˈaɪˌbɔl
trails	ˈtɹeɪlz
insides	ˌɪˈnsaɪdz
bonfire	ˈbɑˌnfaɪɚ
micah	ˈmaɪkə
urgency	ˈɝdʒənsi
bearer	ˈbɛɹɚ
provincial	pɹəˈvɪnʃəl
clueless	ˈkluləs
chaplin	ˈtʃæplən
mercer	ˈmɝsɚ
tempo	ˈtɛˌmpoʊ
conner	ˈkɑnɚ
capitalist	ˈkæpətəlɪst
bumpy	ˈbʌmpi
maternal	məˈtɝnəl
harass	hɚˈæs
stomp	ˈstɑmp
cheeseburger	ˈtʃizbɚɡɚ
chime	ˈtʃaɪm
oppression	əˈpɹɛʃən
resembles	ɹɪˈzɛmbəlz
festive	ˈfɛstɪv
mayhem	ˈmeɪˌhɛm
fleeting	ˈflitɪŋ
zodiac	ˈzoʊdiˌæk
thorns	ˈθɔɹnz
gags	ˈɡæɡz
freelance	ˈfɹiˌlæns
whatnot	ˈwʌˌtnɑt
scots	ˈskɑts
brutus	ˈbɹutəs
cylinder	ˈsɪləndɚ
teri	ˈtɛɹi
pouch	ˈpaʊtʃ
sato	ˈsɑtoʊ
fossils	ˈfɑsəlz
marko	ˈmɑɹkoʊ
crosby	ˈkɹɔzbi
plausible	ˈplɔzəbəl
disgraceful	dɪˈsɡɹeɪsfəl
dax	ˈdæks
brushed	ˈbɹʌʃt
dai	ˈdaɪ
holed	ˈhoʊld
encore	ˈɑˌnkɔɹ
ludwig	ˈlʌdwɪɡ
impulses	ˈɪmpəlsɪz
takeoff	ˈteɪˌkɔf
ceremonies	ˈsɛɹəˌmoʊniz
resulting	ɹɪˈzʌltɪŋ
refers	ɹəˈfɝz
shatter	ˈʃætɚ
fascists	ˈfæʃɪsts
entertained	ˌɛntɚˈteɪnd
mckenzie	məˈkɛnzi
lama	ˈlɑmə
specialists	ˈspɛʃələsts
phenomena	fəˈnɑmənə
preventing	pɹɪˈvɛntɪŋ
affectionate	əˈfɛkʃənət
precedent	ˈpɹɛsɪdənt
contributed	kəˈntɹɪbjutɪd
blindfold	ˈblaɪˌndfoʊld
schmuck	ˈʃmʌk
raf	ˈɹæf
hatchet	ˈhætʃət
bambi	ˈbæmbi
statute	ˈstætʃut
gao	ˈɡaʊ
carefree	ˈkɛˌɹfɹi
pollen	ˈpɑlən
endurance	ˈɛndɚəns
dialed	ˈdaɪəld
virtues	ˈvɝtʃuz
coping	ˈkoʊpɪŋ
penitentiary	ˌpɛnɪˈtɛntʃɚi
hallucinating	həˈlusəneɪtɪŋ
combo	ˈkɑˌmboʊ
bowel	ˈbaʊəl
hypothetically	ˌhaɪpəˈθɛtɪkli
jana	ˈdʒænə
mayonnaise	ˈmeɪəˌneɪz
vineyard	ˈvɪnjɚd
tam	ˈtæm
digits	ˈdɪdʒəts
myers	ˈmaɪɚz
evolutionary	ˌɛvəˈluʃəˌnɛɹi
ribbons	ˈɹɪbənz
francesco	fɹæˈntʃɛskoʊ
advertise	ˈædvɚˌtaɪz
saline	səˈlin
edgy	ˈɛdʒi
girlie	ˈɡɝli
rao	ˈɹaʊ
regained	ɹiˈɡeɪnd
parental	pɚˈɛntəl
barbarian	bɑˈɹbɛɹiən
brewing	ˈbɹuɪŋ
tat	ˈtæt
disrupt	dɪˈsɹʌpt
unanimous	juˈnænəməs
implications	ˌɪmpləˈkeɪʃənz
candice	ˈkændɪs
scallops	ˈskæləps
vibrations	vaɪˈbɹeɪʃənz
homesick	ˈhoʊˌmsɪk
stung	ˈstʌŋ
casanova	ˌkæsəˈnoʊvɑ
tormented	ˈtɔˌɹmɛntɪd
steamed	ˈstimd
baptism	ˈbæptɪzəm
leagues	ˈliɡz
kwan	ˈkwɑn
harassed	hɚˈæst
velma	ˈvɛlmə
chimp	ˈtʃɪmp
consulted	kəˈnsʌltəd
scripts	ˈskɹɪpts
restoration	ˌɹɛstɚˈeɪʃən
retribution	ˌɹɛtɹəˈbjuʃən
bows	ˈbaʊz
unforgettable	ˌʌnfɚˈɡɛtəbəl
afterward	ˈæftɚwɚd
adventurous	æˈdvɛntʃɚəs
swab	ˈswɑb
inevitably	ˌɪˈnɛvətəbli
expectation	ˌɛkspɛˈkteɪʃən
xu	ˈzu
carcass	ˈkɑɹkəs
notary	ˈnoʊtɚi
lukas	ˈlukəz
armand	ˈɑɹmənd
perverted	pɚˈvɝtɪd
surrogate	ˈsɝəɡət
spat	ˈspæt
dazzling	ˈdæzəlɪŋ
snipers	ˈsnaɪpɚz
lai	ˈlaɪ
capabilities	ˌkeɪpəˈbɪlətiz
midwife	ˈmɪˌdwaɪf
gains	ˈɡeɪnz
grumbling	ˈɡɹʌmbəlɪŋ
retainer	ɹɪˈteɪnɚ
bleak	ˈblik
houdini	huˈdini
inquiries	ˌɪˈnkwaɪɚiz
expel	ɪˈkspɛl
berger	ˈbɝɡɚ
markers	ˈmɑɹkɚz
reap	ˈɹip
specs	ˈspɛks
morn	ˈmɔɹn
deceit	dəˈsit
carole	ˈkæɹəl
coloured	ˈkʌlɚd
degenerate	dɪˈdʒɛnɚət
petals	ˈpɛtəlz
dues	ˈduz
battered	ˈbætɚd
withdrew	wɪˈθdɹu
darlings	ˈdɑɹlɪŋz
starbuck	ˈstɑˌɹbʌk
patton	ˈpætən
mound	ˈmaʊnd
accurately	ˈækjɚətli
frenzy	ˈfɹɛnzi
senators	ˈsɛnətɚz
saturdays	ˈsætɚdiz
nemesis	ˈnɛməsɪs
rocker	ˈɹɑkɚ
whiff	ˈwɪf
tagged	ˈtæɡd
fearing	ˈfɪɹɪŋ
fringe	ˈfɹɪndʒ
peninsula	pəˈnɪnsələ
carey	ˈkɛɹi
radiator	ˈɹeɪdiˌeɪtɚ
tolerated	ˈtɑlɚˌeɪtɪd
tor	ˈtɔɹ
clucking	ˈklʌkɪŋ
stun	ˈstʌn
specimens	ˈspɛsəmənz
reuben	ˈɹubən
accomplices	əˈkɑmpləsəz
somber	ˈsɑmbɚ
assailant	əˈseɪlənt
mutation	mjuˈteɪʃən
ke	ˈkɛ
straightaway	ˈstɹeɪtəˌweɪ
spun	ˈspʌn
reclaim	ɹiˈkleɪm
paramedic	ˌpɛɹəˈmɛdɪk
capturing	ˈkæptʃɚɪŋ
gaston	ˈɡæstən
biopsy	ˈbaɪɑpsi
proportions	pɹəˈpɔɹʃənz
colleges	ˈkɑlɪdʒɪz
doubting	ˈdaʊtɪŋ
theoretical	ˌθiɚˈɛtɪkəl
funnier	ˈfʌniɚ
indefinitely	ˌɪˈndɛfənətli
disasters	dɪˈzæstɚz
sen	ˈsɛn
forwards	ˈfɔɹwɚdz
quo	ˈkwoʊ
addressing	əˈdɹɛsɪŋ
pakistani	ˌpækɪˈstæni
neon	ˈniɑn
felon	ˈfɛlən
inflation	ˌɪˈnfleɪʃən
stallion	ˈstæljən
blackjack	ˈblæˌkdʒæk
passive	ˈpæsɪv
milligrams	ˈmɪləˌɡɹæmz
irritated	ˈɪɹəˌteɪtəd
worldly	ˈwɝldli
manipulation	məˌnɪpjəˈleɪʃən
strips	ˈstɹɪps
hijacked	ˈhaɪˌdʒækt
pushy	ˈpʊʃi
macaroni	ˌmækɚˈoʊni
bulldog	ˈbʊˌldɔɡ
rigid	ˈɹɪdʒəd
maxim	ˈmæksəm
checkpoint	ˈtʃɛˌkpɔɪnt
soothing	ˈsuðɪŋ
hateful	ˈheɪtfəl
folding	ˈfoʊldɪŋ
reduction	ɹəˈdʌkʃən
loaned	ˈloʊnd
undermine	ˈʌndɚˌmaɪn
frontal	ˈfɹʌntəl
victories	ˈvɪktɚiz
empathy	ˈɛmpəθi
achilles	əˈkɪliz
overload	ˈoʊvɚˌloʊd
topanga	toʊˈpæˌŋɡɑ
piercing	ˈpɪɹsɪŋ
stamped	ˈstæmpt
potent	ˈpoʊtənt
bristol	ˈbɹɪstəl
snob	ˈsnɑb
hypothetical	ˌhaɪpəˈθɛtəkəl
detection	dɪˈtɛkʃən
unharmed	əˈnhɑɹmd
subjected	səˈbdʒɛktɪd
boils	ˈbɔɪlz
crocodiles	ˈkɹɑkəˌdaɪlz
coupons	ˈkuˌpɔnz
culinary	ˈkjulɪˌnɛɹi
fleur	ˈflɝ
niko	ˈnikoʊ
lira	ˈlɪɹə
nonstop	ˌnɑˈnstɑp
giddy	ˈɡɪdi
teachings	ˈtitʃɪŋz
clinging	ˈklɪŋɪŋ
silenced	ˈsaɪlənst
goodman	ˈɡʊdmən
disposition	ˌdɪspəˈzɪʃən
enforce	ɛˈnfɔɹs
gunner	ˈɡʌnɚ
ploy	ˈplɔɪ
suburban	səˈbɝbən
sleepover	ˈsliˌpoʊvɚ
slutty	ˈslʌˌti
imply	ˌɪˈmplaɪ
cheerleaders	ˈtʃɪˌɹlidɚz
conception	kəˈnsɛpʃən
werewolves	ˈwɛˌɹwʊlvz
catalog	ˈkætəlɔɡ
paranormal	pɛɹəˈnɔɹməl
shun	ˈʃʌn
biker	ˈbaɪkɚ
jellyfish	ˈdʒɛliˌfɪʃ
municipal	mjuˈnɪsəpəl
ruckus	ˈɹʌkəs
adviser	æˈdvaɪzɚ
alerted	əˈlɝtɪd
commune	ˈkɑmjun
granite	ˈɡɹænət
formalities	fɔˈɹmælətiz
proximity	pɹɑˈksɪməti
unavailable	ˌʌnəˈveɪləbəl
fargo	ˈfɑˌɹɡoʊ
defenseless	dɪˈfɛnsləs
innovation	ˌɪnəˈveɪʃən
paradox	ˈpɛɹəˌdɑks
koreans	ˌkɔˈɹiənz
valleys	ˈvæliz
walden	ˈwɔldən
trooper	ˈtɹupɚ
infrastructure	ˌɪnfɹəˈstɹʌktʃɚ
barrow	ˈbæɹoʊ
interns	ˈɪntɚnz
taro	ˈtɛɹoʊ
bertha	ˈbɝθə
proctor	ˈpɹɑktɚ
hovering	ˈhʌvɚɪŋ
feminist	ˈfɛmənɪst
observations	ˌɑbzɚˈveɪʃənz
prone	ˈpɹoʊn
spins	ˈspɪnz
conversion	kəˈnvɝʒən
emerging	ɪˈmɝdʒɪŋ
sheffield	ˈʃɛfild
dustin	ˈdʌstɪn
ares	ˈɑɹz
crazier	ˈkɹeɪziɚ
goldie	ˈɡoʊldi
bulbs	ˈbʌlbz
blindly	ˈblaɪndli
rabies	ˈɹeɪbiz
smurf	ˈsmɝf
brownie	ˈbɹaʊni
formerly	ˈfɔɹmɚli
chastity	ˈtʃæstəti
desirable	dɪˈzaɪɹəbəl
barriers	ˈbæɹiɚz
hoops	ˈhups
grains	ˈɡɹeɪnz
considerably	kəˈnsɪdɚəbli
anand	ˈænənd
baptist	ˈbæptəst
decorating	ˈdɛkɚˌeɪtɪŋ
proposals	pɹəˈpoʊzəlz
lahey	ˈleɪhi
staging	ˈsteɪdʒɪŋ
diabetic	ˌdaɪəˈbɛtɪk
baskets	ˈbæskəts
macbeth	məˈkbɛθ
rehabilitation	ˌɹihəˌbɪləˈteɪʃən
muscular	ˈmʌskjəlɚ
revolting	ɹiˈvoʊltɪŋ
glacier	ˈɡleɪʃɚ
expressions	ɪˈkspɹɛʃənz
hiroshima	ˌhɪɹoʊˈʃimə
imitation	ˌɪməˈteɪʃən
footprint	ˈfʊˌtpɹɪnt
beaumont	ˈboʊmɔnt
stupidest	ˈstupɪdəst
unborn	ˈʌˈnbɔɹn
jacobs	ˈdʒeɪkəbz
displayed	dɪˈspleɪd
commanders	kəˈmændɚz
confirming	kəˈnfɝmɪŋ
garment	ˈɡɑɹmənt
latter	ˈlætɚ
indonesia	ˌɪndoʊˈniʒə
enlightened	ˌɛˈnlaɪtənd
plight	ˈplaɪt
dorian	ˈdɔɹiən
ogre	ˈoʊɡɚ
warnings	ˈwɔɹnɪŋz
incision	ˌɪˈnsɪʒən
inquire	ˌɪˈnkwaɪɹ
tampered	ˈtæmpɚd
prophets	ˈpɹɑfəts
listener	ˈlɪsənɚ
substances	ˈsʌbstənsəz
rapping	ˈɹæpɪŋ
kisser	ˈkɪsɚ
hind	ˈhaɪnd
ulysses	juˈlɪsiz
butters	ˈbʌtɚz
tripp	ˈtɹɪp
dublin	ˈdʌblɪn
preference	ˈpɹɛfɚəns
minding	ˈmaɪndɪŋ
mirage	mɚˈɑʒ
prediction	pɹiˈdɪkʃən
drenched	ˈdɹɛntʃt
backbone	ˈbæˌkboʊn
sightings	ˈsaɪtɪŋz
bessie	ˈbɛsi
virtuous	ˈvɝtʃuəs
earns	ˈɝnz
grizzly	ˈɡɹɪzli
slob	ˈslɑb
floods	ˈflʌdz
enquiry	ɪˈnkwaɪˌɹi
begs	ˈbɛɡz
juror	ˈdʒʊɹɚ
strained	ˈstɹeɪnd
monitored	ˈmɑnətɚd
brethren	ˈbɹɛðɹən
oblivion	əˈblɪviən
contracted	ˈkɑntɹæktəd
bookie	ˈbʊki
painters	ˈpeɪntɚz
amnesty	ˈæmnəsti
cot	ˈkɑt
cosmetics	kɑˈzmɛtɪks
mortar	ˈmɔɹtɚ
wilfred	ˈwɪlfɹɪd
friction	ˈfɹɪkʃən
drunks	ˈdɹʌŋks
correspondent	ˌkɔɹəˈspɑndənt
marlowe	ˈmɑˌɹloʊ
outskirts	ˈaʊˌtskɝts
veer	ˈvɪɹ
gaga	ˈɡɑˌɡʌ
wacky	ˈwæki
mann	ˈmæn
sparky	ˈspɑɹki
adieu	əˈdu
informing	ˌɪˈnfɔɹmɪŋ
swung	ˈswʌŋ
hamburgers	ˈhæmbɚɡɚz
interruption	ˌɪntɚˈʌpʃən
mediocre	ˌmidiˈoʊkɚ
fulfil	fʊˈlfɪl
schedules	ˈskɛdʒʊlz
sinks	ˈsɪŋks
pathologist	pəˈθɑlədʒəst
disposed	dɪˈspoʊzd
knit	ˈnɪt
excluded	ɪˈkskludəd
marcie	ˈmɑɹki
scraps	ˈskɹæps
sob	ˈsɑb
unhealthy	əˈnhɛlθi
borgia	ˈbɔɹdʒə
prestigious	pɹɛˈstɪdʒəs
rotate	ˈɹoʊˌteɪt
tracey	ˈtɹeɪsi
concubine	ˈkɑnkjəˌbaɪn
sanjay	ˈsændʒeɪ
ridden	ˈɹɪdən
ballot	ˈbælət
fischer	ˈfɪʃɚ
complexion	kəˈmplɛkʃən
bugle	ˈbjuɡəl
humanitarian	ˌhjuˌmænəˈtɛɹiən
gurney	ˈɡɝni
whit	ˈwɪt
hoot	ˈhut
sumo	ˈsumoʊ
holocaust	ˈhɑləˌkɔst
io	ˈaɪoʊ
yao	ˈjaʊ
servers	ˈsɝvɚz
hartley	ˈhɑɹtli
fabio	ˈfɑbioʊ
salim	ˈsælɪm
sleepless	ˈslipləs
fern	ˈfɝn
forbes	ˈfɔɹbz
calcium	ˈkælsiəm
frown	ˈfɹaʊn
deranged	dɪˈɹeɪndʒd
exhaustion	ɪˈɡzɔstʃən
rebuilt	ɹiˈbɪlt
legislation	ˌlɛdʒəˈsleɪʃən
sighting	ˈsaɪtɪŋ
discomfort	dɪˈskʌmfɚt
technological	ˌtɛknəˈlɑdʒɪkəl
saigon	ˌsaɪˈɡɑn
lacked	ˈlækt
bermuda	bɚˈmjudə
wept	ˈwɛpt
disperse	dɪˈspɝs
kosher	ˈkoʊʃɚ
entrepreneur	ˌɑntɹəpɹəˈnɝ
tyra	ˈtaɪɹə
worshipped	ˈwɝʃəpt
siu	ˈsiu
unauthorized	əˈnɔθɚˌaɪzd
romanian	ɹoʊˈmeɪniən
melbourne	ˈmɛlbɚn
flanders	ˈflændɚz
connors	ˈkɑnɚz
drinker	ˈdɹɪŋkɚ
hedley	ˈhɛdli
wyoming	ˌwaɪˈoʊmɪŋ
hotshot	ˈhɑˌʃɑt
joaquin	ˌwɑˈkin
myrtle	ˈmɝtəl
europeans	ˌjʊɹəˈpiənz
deputies	ˈdɛpjətiz
highlights	ˈhaɪˌlaɪts
cate	ˈkeɪt
plateau	plæˈtoʊ
remy	ˈɹɛmi
sordid	ˈsɔɹdəd
placement	ˈpleɪsmənt
quota	ˈkwoʊtə
adjusted	əˈdʒʌstɪd
tuning	ˈtunɪŋ
rockefeller	ˈɹɑkəˌfɛlɚ
bartlett	ˈbɑɹtlɪt
hormone	ˈhɔˌɹmoʊn
apparatus	ˌæpɚˈætəs
gringo	ˈɡɹɪŋɡoʊ
vancouver	væˈnkuvɚ
samaritan	səˈmɛɹɪtən
curves	ˈkɝvz
perceived	pɚˈsivd
catalogue	ˈkætəˌlɔɡ
gall	ˈɡɔl
luckiest	ˈlʌkiəst
escobar	ˈɛskoʊˌbɑɹ
vending	ˈvɛndɪŋ
thelma	ˈθɛlmə
greeted	ˈɡɹitəd
scoring	ˈskɔɹɪŋ
housewives	ˈhaʊˌswaɪvz
beverage	ˈbɛvɚɪdʒ
fellowship	ˈfɛloʊˌʃɪp
thieving	ˈθivɪŋ
tidal	ˈtaɪdəl
genre	ˈʒɑnɹə
unfit	əˈnfɪt
fetus	ˈfitəs
lanes	ˈleɪnz
socialism	ˈsoʊʃəˌlɪzəm
outlaws	ˈaʊˌtlɔz
entrust	ɛˈntɹʌst
rosalie	ˈɹoʊzəli
oversight	ˈoʊvɚˌsaɪt
reflex	ˈɹiflɛks
vacate	ˈveɪkeɪt
goldberg	ˈɡoʊldbɚɡ
mercenaries	ˈmɝsəˌnɛɹiz
exercising	ˈɛksɚˌsaɪzɪŋ
bev	ˈbɛv
prosperous	ˈpɹɑspɚəs
symptom	ˈsɪmptəm
certificates	sɚˈtɪfɪkəts
larsen	ˈlɑɹsən
suffocate	ˈsʌfəˌkeɪt
roadblock	ˈɹoʊˌdblɑk
detain	dɪˈteɪn
inquisition	ˌɪnkwəˈzɪʃən
qualifications	ˌkwɑləfəˈkeɪʃənz
paparazzi	ˌpɑpɑˈɹɔˌzi
eater	ˈitɚ
prefect	ˈpɹiˌfɛkt
flapping	ˈflæpɪŋ
discrimination	dɪˌskɹɪməˈneɪʃən
incorporated	ˌɪˈnkɔɹpɚˌeɪtɪd
callahan	ˈkæləˌhæn
strengths	ˈstɹɛŋkθs
rowdy	ˈɹaʊdi
productions	pɹəˈdʌkʃənz
publication	ˌpʌblɪˈkeɪʃən
collects	kəˈlɛkts
winslow	ˈwɪnzloʊ
hodges	ˈhɑdʒɪz
astronomers	əˈstɹɑnəmɚz
prevents	pɹɪˈvɛnts
museums	mjuˈziəmz
windsor	ˈwɪnzɚ
nebraska	nəˈbɹæskə
lobe	ˈloʊb
poses	ˈpoʊzəz
inscription	ˌɪˈnskɹɪpʃən
outpost	ˈaʊˌtpoʊst
snuff	ˈsnʌf
luxurious	ləˈɡʒɝiəs
contributions	ˌkɑntɹəˈbjuʃənz
purgatory	ˈpɝɡəˌtɔɹi
documented	ˈdɑkjəˌmɛntəd
showcase	ˈʃoʊˌkeɪs
delilah	dəˈlaɪlə
jurors	ˈdʒʊɹɚz
unimportant	ənɪˈmpɔɹtənt
moisture	ˈmɔɪstʃɚ
lefty	ˈlɛfti
hendrix	ˈhɛndɹɪks
replica	ˈɹɛplɪkə
wondrous	ˈwʌndɹəs
horoscope	ˈhɔɹəˌskoʊp
hampshire	ˈhæmpʃɚ
esteban	ˈɛstəbɑn
departing	dɪˈpɑɹtɪŋ
instruct	ˌɪˈnstɹʌkt
morbid	ˈmɔɹbəd
disagreement	dɪsəˈɡɹimənt
misguided	mɪˈsɡaɪdɪd
optimism	ˈɑptəˌmɪzəm
traders	ˈtɹeɪdɚz
humane	hjuˈmeɪn
commodore	ˈkɑməˌdɔɹ
rink	ˈɹɪŋk
initiation	ˌɪˌnɪʃiˈeɪʃən
calamity	kəˈlæməti
nectar	ˈnɛktɚ
operatives	ˈɑpɚətɪvz
judicial	dʒuˈdɪʃəl
swarm	ˈswɔɹm
drumming	ˈdɹʌmɪŋ
shithole	ˈʃɪˌthoʊl
annabelle	ˈænəbəl
spartacus	ˈspɑɹtəkəs
trolley	ˈtɹɑli
theorists	ˈθiɚɪsts
rowan	ˈɹoʊən
bowels	ˈbaʊəlz
density	ˈdɛnsəti
researcher	ˈɹisɚtʃɚ
timid	ˈtɪmɪd
garth	ˈɡɑɹθ
denton	ˈdɛntən
romania	ɹoʊˈmeɪniə
earnings	ˈɝnɪŋz
stalk	ˈstɔk
righteousness	ˈɹaɪtʃəsnəs
fours	ˈfɔɹz
slaps	ˈslæps
confide	kəˈnfaɪd
bravest	ˈbɹeɪvəst
fencing	ˈfɛnsɪŋ
laurence	ˈlɔɹəns
masturbate	ˈmæstɚˌbeɪt
vale	ˈveɪl
triggers	ˈtɹɪɡɚz
wiener	ˈwinɚ
painless	ˈpeɪnləs
believers	bəˈlivɚz
eruption	ˌiˈɹʌpʃən
obligated	ˈɑbləˌɡeɪtɪd
mojo	ˈmoʊdʒoʊ
essex	ˈɛsɪks
eternally	ɪˈtɝnəli
dispatched	dɪˈspætʃt
repulsive	ɹiˈpʌlsɪv
ness	ˈnɛs
devised	dɪˈvaɪzd
headlights	ˈhɛˌdlaɪts
exiled	ˈɛˌɡzaɪld
impeccable	ˌɪˈmpɛkəbəl
donors	ˈdoʊnɚz
crucified	ˈkɹusəˌfaɪd
customary	ˈkʌstəˌmɛɹi
billboard	ˈbɪˌlbɔɹd
costly	ˈkɑstli
imitate	ˈɪməˌteɪt
definitive	dɪˈfɪnɪtɪv
simplicity	sɪˈmplɪsəti
waved	ˈweɪvd
pavel	ˈpævəl
scolded	ˈskoʊldɪd
separates	ˈsɛpɚˌeɪts
carr	ˈkɑɹ
nichols	ˈnɪkəlz
setback	ˈsɛˌtbæk
liters	ˈlitɚz
relics	ˈɹɛlɪks
clockwork	ˈklɑˌkwɝk
cdc	ˌsiˌdiˈsi
ventilation	ˌvɛntəˈleɪʃən
civilizations	ˌsɪvəlɪˈzeɪʃənz
brawl	ˈbɹɔl
bog	ˈbɑɡ
pressures	ˈpɹɛʃɚz
chills	ˈtʃɪlz
tex	ˈtɛks
pussies	ˈpʊsiz
phrases	ˈfɹeɪzəz
gob	ˈɡɑb
pricks	ˈpɹɪks
jars	ˈdʒɑɹz
rivera	ɹɪˈvɛɹə
disable	dɪˈseɪbəl
lancaster	ˈlæˌnkæstɚ
